"","id","accepted_date","title","ps","p_value"
"886","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"887","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.117)",0.117
"888","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.446,",0.446
"889","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.148,",0.148
"890","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"891","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"892","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"893","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"894","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.162)",0.162
"895","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"896","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.05",0.025
"897","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.019)",0.019
"898","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"899","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.020)",0.02
"900","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"901","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.004)",0.004
"902","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.009,",0.009
"903","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"904","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.198)",0.198
"905","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.003)",0.003
"906","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"907","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = <0.05 ",0.025
"908","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.073)",0.073
"909","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.314)",0.314
"910","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = <0.001",5e-04
"911","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"912","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.223)",0.223
"913","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.002)",0.002
"914","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.499,",0.499
"915","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.390,",0.39
"916","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"917","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"918","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.025)",0.025
"919","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = < 0.00",0
"920","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0.017)",0.017
"921","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = <0,001",5e-04
"922","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = 0,047,",47
"923","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = ≤ 0,00",0
"924","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = p-valu",NA
"925","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = ≤ 0,02",2
"926","10.1371/journal.pone.0179212","2017-05-25T00:00:00Z","The origin of the Acheulean. Techno-functional study of the FLK W lithic record (Olduvai, Tanzania)","p = p-valu",NA
"927","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .0548)",0.0548
"928","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.006)",0.006
"929","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.082)",0.082
"930","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.146)",0.146
"931","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.266)",0.266
"932","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.145)",0.145
"933","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .600; ",0.6
"934","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .234; ",0.234
"935","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .197).",0.197
"936","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.002)",0.002
"937","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.001)",0.001
"938","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.006)",0.006
"939","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.001)",0.001
"940","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.026)",0.026
"941","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.050)",0.05
"942","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.197)",0.197
"943","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.001)",0.001
"944","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.063)",0.063
"945","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.030)",0.03
"946","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.171)",0.171
"947","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.550)",0.55
"948","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = 0.180)",0.18
"949","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .011) ",0.011
"950","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .022).",0.022
"951","10.1371/journal.pone.0069899","2013-06-17T00:00:00Z","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations","p = .359),",0.359
"952","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.05 l",0.05
"953","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.05 s",0.05
"954","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.26);",0.26
"955","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.0004",4e-04
"956","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p < 0.0001",5e-05
"957","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p < 0.0001",5e-05
"958","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.22; ",0.22
"959","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.18).",0.18
"960","10.1371/journal.pone.0210409","2018-12-21T00:00:00Z","Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources","p = 0.05),",0.05
"961","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p < 0.001)",5e-04
"962","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p = 0.003)",0.003
"963","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p = 0.043)",0.043
"964","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p = 0.306)",0.306
"965","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p = 0.106)",0.106
"966","10.1371/journal.pone.0238439","2020-08-17T00:00:00Z","Between belief and fear - Reinterpreting prone burials during the Middle Ages and early modern period in German-speaking Europe","p = 0.04).",0.04
"967","10.1371/journal.pone.0185966","2017-09-24T00:00:00Z","Possible cases of leprosy from the Late Copper Age (3780-3650 cal BC) in Hungary","p < 0.001)",5e-04
